User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:48:51Z,iam.amazonaws.com,AddUserToGroup,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",c8f2a228-c218-4712-b0f1-561c2e6740b2,094cb240-7c9e-4d79-ace2-d1aea0528081,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:48:51Z,iam.amazonaws.com,CreateUser,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA5UTPZ2TUGXWOY22BK""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::937611089128:user/CloudTrail""}]",bde81003-00ee-43d3-a766-b91f8656a46d,87eb701f-39ee-4a33-9599-e8c5c6351ea3,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:48:51Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",a8629c77-9d46-4236-9dd7-c4cb5deb63e5,d8e57fd6-d02f-4bcb-a43b-afe5e7101d51,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:47:46Z,iam.amazonaws.com,DetachGroupPolicy,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",26ab6165-13a8-4a11-aed5-61ee085b77fa,b55e2e75-129f-4eda-b32b-795ad02b719a,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:34Z,iam.amazonaws.com,RemoveUserFromGroup,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",5ad9df41-5b60-4dd2-88ea-61cc4ee9d50e,506fd1f0-d7c8-47e4-8c5a-be5ecb22a7f5,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:34Z,iam.amazonaws.com,DeleteUser,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",f48ca4ac-b121-4708-8f93-900af6060d1f,5ce90827-ff3d-4b64-8cd4-3d7204edfa32,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:34Z,iam.amazonaws.com,DeleteUser,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",fcafee98-cf9c-49c9-a04c-291b97918e61,76e164b7-4d01-4074-9ff2-ca5f2d8e4c48,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:33Z,iam.amazonaws.com,RemoveUserFromGroup,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",b9a7600e-703f-41f9-8870-40bc09a1ab30,431ccc17-a25b-4140-8e6a-eeac41ddb1ca,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:33Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",e04c5cf7-d938-4c79-b63e-3d1e85f4b54a,988efb8f-a95d-47d6-8f76-5f2d1899afe1,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:33Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",fae73aa8-d949-48d6-b873-ed89c1a92d40,e0b94ad4-5b81-4c54-b84b-5d4d11cafa89,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:31Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",da5771a3-2253-4df5-ab4a-3280c30d8706,9a4a9854-e1db-4eb5-ac7c-1da558c0ba4c,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUMXQQQ5EQ,2024-01-09T10:45:31Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",2849ffb4-5e6d-43a8-917c-61a34946215f,b089f774-c763-4f8a-b077-7d9b338e2015,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUDGCT5YFD,2024-01-09T10:44:54Z,cloudtrail.amazonaws.com,DeleteTrail,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""}]",43874b63-933d-47ad-a7eb-08eeb55e490a,0eeeb5f1-cf30-4498-9aca-66c58c991bed,false,AwsApiCall,937611089128,Management
adminBusiness,,2024-01-09T10:44:27Z,signin.amazonaws.com,ConsoleLogin,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],,b2aba2b1-96f8-4be5-8e87-c68b2b0421e9,false,AwsConsoleSignIn,937611089128,Management
adminBusiness,,2024-01-09T10:43:49Z,signin.amazonaws.com,CheckMfa,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],,95a2334f-9cdd-48f4-a589-c42a0c606fa8,false,AwsConsoleSignIn,937611089128,Management
adminBusiness,ASIA5UTPZ2TUC2G7EIVG,2024-01-09T10:37:45Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",61097c5c-a33a-46f7-8e90-c970f38715fa,ef240e49-d931-4a66-8598-f96be7c239d7,false,AwsApiCall,937611089128,Management
Accountant,ASIA5UTPZ2TUB5YYDHNT,2024-01-09T10:31:58Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],ea57cd7e-792a-4e96-b93b-a344f985accc,b39bf5d0-ad07-4a10-87a5-884116d47054,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:29:00Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""}]",06a8d01a-bd4b-4ca4-b25c-cc7d4369ded4,3a7f0ca9-aec3-49ea-8aa4-739a60313cb7,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:29:00Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""}]",b0b30913-5975-4675-b244-347e389cfbfa,6996ef06-0048-4711-97d1-dbd690643995,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:29:00Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-937611089128-0c6f0014""}]",006173ff-2c33-49b6-87a9-0040501df113,b137324e-7da8-456c-bd2e-a7a99819ecec,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:28:29Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""}]",c975d2a5-de55-431b-824a-7906768d480d,5b6194ee-92bd-42fd-8b31-2c36531fd85d,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:28:29Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""}]",eb8c1d52-65b6-4bae-9936-f888761bd39c,7dd2edaf-cd85-4dd9-ae07-16dcbc778daf,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:28:29Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-937611089128-0c6f0014""}]",23db1645-d5dc-4b01-86f8-9ff62951523a,b0577885-d925-439c-98da-76450ea8e43b,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:27:52Z,s3.amazonaws.com,CreateBucket,us-east-1,157.193.158.250,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.12.597 Linux/5.10.201-168.748.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.392-b09 java/1.8.0_392 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-937611089128-0c6f0014""}]",7212QMEVHSCQEPNG,4fea82fa-8e97-454a-83e2-f20d1a3855e6,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:27:52Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,157.193.158.250,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.12.597 Linux/5.10.201-168.748.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.392-b09 java/1.8.0_392 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-937611089128-0c6f0014""}]",99ZKGZWFGCQ5FGTG,59d804c1-6178-4377-95a2-99c67ff0b2ab,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:27:52Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""}]",f3fa3bf7-2cc7-42a2-a8c2-c2d20dfdeab0,6e63b52d-9e71-4d98-901f-e32091d0ac01,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:27:52Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-937611089128-0c6f0014""}]",cc9a0c06-954f-4fa0-a2ff-b8881e8735a9,b7e746b0-f898-43e6-ade4-2dbc67a7ce93,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:27:52Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,157.193.158.250,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.12.597 Linux/5.10.201-168.748.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.392-b09 java/1.8.0_392 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-937611089128-0c6f0014""}]",99ZSEN0A1Y2RBJ7Z,c1c37f4d-d035-4824-bdbd-c236f4b17a62,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUFTFPDHPJ,2024-01-09T10:27:52Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:937611089128:trail/Udacity_Trail""}]",b94f91ef-ab96-4bfe-ad64-f3c74d340f49,fe65424e-1c51-4a21-b0f0-a99d6c03597e,false,AwsApiCall,937611089128,Management
CloudTrail,ASIA5UTPZ2TUJRQVRYI3,2024-01-09T10:26:59Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],1eb4774f-11ba-47ab-96f8-ab8ccf88287d,785d7667-7836-4cf5-a551-6120afabe9e7,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:24:45Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",4f099b63-0245-43bf-860e-abef6922fc3f,11b65c3b-a9af-4de2-8c9a-168059e7e028,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:24:45Z,iam.amazonaws.com,CreateUser,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA5UTPZ2TUNWKQF36W7""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::937611089128:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",ccb18c83-8a53-4cbe-9432-55fa04869bb9,20eef0ee-963c-4f81-a9a5-fd32f9b11662,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:24:45Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",3313c72a-d3a1-409a-8c01-2bf3fff4c3b3,6d308b04-6685-44b0-8b9e-8a272fe0f1d8,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:24:45Z,iam.amazonaws.com,AddUserToGroup,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",c1b61e9f-f48b-4948-8c70-a6c468c4bca9,b842ebc4-1e8c-4f1e-9d2e-5405c2deca20,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:23:10Z,iam.amazonaws.com,AddUserToGroup,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",cf5bf891-ecf2-439c-9fe1-d779b1c7cd52,11700a9f-b73a-4e75-9de9-6d568f1eb83a,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:23:10Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",f9a1a250-9b4c-4a7a-8822-283e696a9fcf,26fc4a51-08b7-4ac8-a303-e7a5799d1fdf,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:23:10Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",10a80904-096c-4f2b-b54f-ee93e81614fd,d3549d25-457e-4f6d-bb1a-54596d4ac1d8,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUH6CJBZ4N,2024-01-09T10:23:10Z,iam.amazonaws.com,CreateUser,us-east-1,157.193.158.250,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA5UTPZ2TUFZSOLNBQW""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::937611089128:user/CloudTrail""}]",0448abe9-4022-43a2-85af-c33eed908313,feb0b6c6-964c-4fb3-bb99-2ef215355cea,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUG4OO5LHJ,2024-01-09T10:21:11Z,organizations.amazonaws.com,RemoveAccountFromOrganization,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],5a951c38-31b0-466f-a702-7618b73ab3e7,9daee39a-bf1d-49f3-98b5-d78d6c52967a,false,AwsApiCall,937611089128,Management
AWS-SSO,ASIA5UTPZ2TUGMZJC2MK,2024-01-09T10:20:25Z,iam.amazonaws.com,DeleteRole,us-east-1,sso.amazonaws.com,sso.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AWSServiceRoleForSSO""}]",b151d106-6389-4c31-abb4-010051171edc,73d997d9-cb99-4e7f-9a38-198ef1fb16d9,false,AwsApiCall,937611089128,Management
AWS-SSO,ASIA5UTPZ2TUNRX3UVRD,2024-01-09T10:20:16Z,iam.amazonaws.com,DeleteServiceLinkedRole,us-east-1,sso.amazonaws.com,sso.amazonaws.com,,[],dad8ff38-89f8-43b8-ba0c-20ebc391e304,3ddbacd7-5b50-47fd-96a8-5b92db477fee,false,AwsApiCall,937611089128,Management
adminBusiness,ASIA5UTPZ2TUNTSQZJ7G,2024-01-09T10:20:10Z,sso.amazonaws.com,DeleteInstance,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],cac58773-f6f6-4467-aa8a-f5dfa2ab90c4,017eaf28-cbae-4065-a479-0e2d173ab6a2,false,AwsApiCall,937611089128,Management
adminBusiness,,2024-01-09T10:19:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],,1e53dc05-76f0-46b7-8651-22a282e973df,false,AwsConsoleSignIn,937611089128,Management
adminBusiness,,2024-01-09T10:18:41Z,signin.amazonaws.com,CheckMfa,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],,1b0c78ec-7003-4e9a-9126-96ff6ed0702f,false,AwsConsoleSignIn,937611089128,Management
CloudTrail,,2024-01-09T10:05:38Z,sso.amazonaws.com,Federate,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],d087c079-00c7-479d-a502-2367c9a5c86a,4ab4e765-5903-418f-8b31-f4346362210c,false,AwsServiceEvent,937611089128,Management
CloudTrail,,2024-01-09T10:05:22Z,sso.amazonaws.com,Authenticate,us-east-1,157.193.158.250,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,[],cb052ce5-28a2-446d-ad1e-0c2f94dd73e1,c8bedcaa-1238-4841-a920-5330d86bc387,false,AwsServiceEvent,937611089128,Management
